state_tamilnadu_vegetablemarkrtprice.com
date,state_name,vegetable_name,wholesale_price,retail_price,shoping_mall_price,unit,image
2024-05-13,TamilNadu,Mushroom (காளான்),81,93 - 103,97 - 134,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mushroom-64.png
2024-05-13,TamilNadu,Mustard Leaves (கடுகு இலைகள்),14,16 - 18,17 - 23,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mustardleaves-64.png
2024-05-13,TamilNadu,Ladies Finger (வெண்டைக்காய்),41,47 - 52,49 - 68,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ladiesfinger-64.png
2024-05-13,TamilNadu,Pumpkin (பூசணி),22,25 - 28,26 - 36,1kg,https://vegetablemarketprice.com/resource/images/vegetables/pumpkin-64.png
2024-05-13,TamilNadu,Radish (முள்ளங்கி),23,26 - 29,28 - 38,1kg,https://vegetablemarketprice.com/resource/images/vegetables/radish-64.png
2024-05-13,TamilNadu,Ridge Gourd (பீர்க்கங்காய்),33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ridgegourd-64.png
2024-05-13,TamilNadu,Shallot (Pearl Onion) (சிறிய வெங்காயம்),31,36 - 39,37 - 51,1kg,https://vegetablemarketprice.com/resource/images/vegetables/shallot-64.png
2024-05-13,TamilNadu,Snake Gourd (புடலங்காய்),28,32 - 36,34 - 46,1kg,https://vegetablemarketprice.com/resource/images/vegetables/snakegourd-64.png
2024-05-13,TamilNadu,Sorrel Leaves (புளிச்ச கீரை),17,20 - 22,20 - 28,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sorrelleaves-64.png
2024-05-13,TamilNadu,Spinach (கீரை),12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/spinach-64.png
2024-05-13,TamilNadu,Sweet Potato (இனிப்பு உருளைக்கிழங்கு),40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sweetpotato-64.png
2024-05-14,TamilNadu,Onion Big (பெரிய வெங்காயம்),26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionbig-64.png
2024-05-14,TamilNadu,Onion Small (சின்ன வெங்காயம்),34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionsmall-64.png
2024-05-14,TamilNadu,Tomato (தக்காளி),24,28 - 30,29 - 40,1kg,https://vegetablemarketprice.com/resource/images/vegetables/tomato-64.png
2024-05-14,TamilNadu,Green Chilli (பச்சை மிளகாய்),40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenchili-64.png
2024-05-14,TamilNadu,Beetroot (பீட்ரூட்),38,44 - 48,46 - 63,1kg,https://vegetablemarketprice.com/resource/images/vegetables/beetroot-64.png
2024-05-14,TamilNadu,Potato (உருளைக்கிழங்கு),27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/potato-64.png
2024-05-14,TamilNadu,Raw Banana (Plantain) (வாழைக்காய்),7,8 - 9,8 - 12,1kg,https://vegetablemarketprice.com/resource/images/vegetables/plantain-64.png
2024-05-14,TamilNadu,Amaranth Leaves (சிறு கீரை),15,17 - 19,18 - 25,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amaranthleaves-64.png
2024-05-14,TamilNadu,Amla (நெல்லிக்காய்),65,75 - 83,78 - 107,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amla-64.png
2024-05-14,TamilNadu,Ash gourd (சாம்பல் பூசணிக்காய்),18,21 - 23,22 - 30,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ashgourd-64.png
2024-05-14,TamilNadu,Baby Corn (சிறிய மக்காச்சோளம்),55,63 - 70,66 - 91,1kg,https://vegetablemarketprice.com/resource/images/vegetables/babycorn-64.png
2024-05-14,TamilNadu,Banana Flower (வாழைப்பூ),17,20 - 22,20 - 28,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bananaflower-64.png
2024-05-14,TamilNadu,Capsicum (குடைமிளகாய்),43,49 - 55,52 - 71,1kg,https://vegetablemarketprice.com/resource/images/vegetables/capsicum-64.png
2024-05-14,TamilNadu,Bitter Gourd (பாகற்காய்),30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bittergourd-64.png
2024-05-14,TamilNadu,Bottle Gourd (சுரைக்காய்),25,29 - 32,30 - 41,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bottlegourd-64.png
2024-05-14,TamilNadu,Butter Beans (பட்டர் பீன்ஸ்),46,53 - 58,55 - 76,1kg,https://vegetablemarketprice.com/resource/images/vegetables/butterbeans-64.png
2024-05-14,TamilNadu,Broad Beans (அவரைக்காய்),35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/broadbeans-64.png
2024-05-14,TamilNadu,Cabbage (முட்டைக்கோஸ்),21,24 - 27,25 - 35,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cabbage-64.png
2024-05-14,TamilNadu,Carrot (கேரட்),45,52 - 57,54 - 74,1kg,https://vegetablemarketprice.com/resource/images/vegetables/carrot-64.png
2024-05-14,TamilNadu,Cauliflower (காலிஃபிளவர்),26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cauliflower-64.png
2024-05-14,TamilNadu,Cluster beans (கொத்தவரை),41,47 - 52,49 - 68,1kg,https://vegetablemarketprice.com/resource/images/vegetables/clusterbeans-64.png
2024-05-14,TamilNadu,Coconut (தேங்காய்),38,44 - 48,46 - 63,1kg,https://vegetablemarketprice.com/resource/images/vegetables/coconut-64.png
2024-05-14,TamilNadu,Colocasia Leaves (சேப்பங்கிழங்கு கீரை),14,16 - 18,17 - 23,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasialeaves-64.png
2024-05-14,TamilNadu,Colocasia (சேப்பங்கிழங்கு),28,32 - 36,34 - 46,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasia-64.png
2024-05-14,TamilNadu,Coriander Leaves (கொத்துமல்லி),5,6 - 6,6 - 8,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corianderleaves-64.png
2024-05-14,TamilNadu,Corn (மக்காச்சோளம்),25,29 - 32,30 - 41,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corn-64.png
2024-05-14,TamilNadu,Cucumber (வெள்ளரிக்காய்),27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cucumber-64.png
2024-05-14,TamilNadu,Curry Leaves (கறிவேப்பிலை),28,32 - 36,34 - 46,1kg,https://vegetablemarketprice.com/resource/images/vegetables/curryleaves-64.png
2024-05-14,TamilNadu,Dill Leaves (வெந்தயம் இலைகள்),15,17 - 19,18 - 25,1kg,https://vegetablemarketprice.com/resource/images/vegetables/dillleaves-64.png
2024-05-14,TamilNadu,Drumsticks (முருங்கைக்காய்),50,58 - 64,60 - 83,1kg,https://vegetablemarketprice.com/resource/images/vegetables/drumsticks-64.png
2024-05-14,TamilNadu,Brinjal (கத்திரிக்காய்),22,25 - 28,26 - 36,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjal-64.png
2024-05-14,TamilNadu,Brinjal (Big) (கத்திரிக்காய்),25,29 - 32,30 - 41,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjalbig-64.png
2024-05-14,TamilNadu,Elephant Yam (சேனைக்கிழங்கு),28,32 - 36,34 - 46,1kg,https://vegetablemarketprice.com/resource/images/vegetables/elephantyam-64.png
2024-05-14,TamilNadu,Fenugreek Leaves (வெந்தயக்கீரை),12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/fenugreekleaves-64.png
2024-05-14,TamilNadu,French Beans (பீன்ஸ்),52,60 - 66,62 - 86,1kg,https://vegetablemarketprice.com/resource/images/vegetables/frenchbeans-64.png
2024-05-14,TamilNadu,Garlic (பூண்டு),162,186 - 206,194 - 267,1kg,https://vegetablemarketprice.com/resource/images/vegetables/garlic-64.png
2024-05-14,TamilNadu,Ginger (இஞ்சி),103,118 - 131,124 - 170,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ginger-64.png
2024-05-14,TamilNadu,Onion Green (பச்சை வெங்காயம்),40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/oniongreen-64.png
2024-05-14,TamilNadu,Green Peas (பச்சை பட்டாணி),40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenpeas-64.png
2024-05-14,TamilNadu,Ivy Gourd (கோவைக்காய்),23,26 - 29,28 - 38,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ivygourd-64.png
2024-05-14,TamilNadu,Lemon (Lime) (எலுமிச்சை),66,76 - 84,79 - 109,1kg,https://vegetablemarketprice.com/resource/images/vegetables/lemon-64.png
2024-05-14,TamilNadu,Mango Raw (மாங்காய்),25,29 - 32,30 - 41,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mangoraw-64.png
2024-05-14,TamilNadu,Mint Leaves (புதினா),4,5 - 5,5 - 7,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mintleaves-64.png
2024-05-14,TamilNadu,Mushroom (காளான்),81,93 - 103,97 - 134,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mushroom-64.png
2024-05-14,TamilNadu,Mustard Leaves (கடுகு இலைகள்),14,16 - 18,17 - 23,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mustardleaves-64.png
2024-05-14,TamilNadu,Ladies Finger (வெண்டைக்காய்),41,47 - 52,49 - 68,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ladiesfinger-64.png
2024-05-14,TamilNadu,Pumpkin (பூசணி),22,25 - 28,26 - 36,1kg,https://vegetablemarketprice.com/resource/images/vegetables/pumpkin-64.png
2024-05-14,TamilNadu,Radish (முள்ளங்கி),23,26 - 29,28 - 38,1kg,https://vegetablemarketprice.com/resource/images/vegetables/radish-64.png
2024-05-14,TamilNadu,Ridge Gourd (பீர்க்கங்காய்),33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ridgegourd-64.png
2024-05-14,TamilNadu,Shallot (Pearl Onion) (சிறிய வெங்காயம்),31,36 - 39,37 - 51,1kg,https://vegetablemarketprice.com/resource/images/vegetables/shallot-64.png
2024-05-14,TamilNadu,Snake Gourd (புடலங்காய்),28,32 - 36,34 - 46,1kg,https://vegetablemarketprice.com/resource/images/vegetables/snakegourd-64.png
2024-05-14,TamilNadu,Sorrel Leaves (புளிச்ச கீரை),17,20 - 22,20 - 28,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sorrelleaves-64.png
2024-05-14,TamilNadu,Spinach (கீரை),12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/spinach-64.png
2024-05-14,TamilNadu,Sweet Potato (இனிப்பு உருளைக்கிழங்கு),40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sweetpotato-64.png
2024-05-15,TamilNadu,Onion Big (பெரிய வெங்காயம்),24,28 - 30,29 - 40,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionbig-64.png
2024-05-15,TamilNadu,Onion Small (சின்ன வெங்காயம்),36,41 - 46,43 - 59,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionsmall-64.png
2024-05-15,TamilNadu,Tomato (தக்காளி),22,25 - 28,26 - 36,1kg,https://vegetablemarketprice.com/resource/images/vegetables/tomato-64.png
2024-05-15,TamilNadu,Green Chilli (பச்சை மிளகாய்),66,76 - 84,79 - 109,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenchili-64.png
2024-05-15,TamilNadu,Beetroot (பீட்ரூட்),36,41 - 46,43 - 59,1kg,https://vegetablemarketprice.com/resource/images/vegetables/beetroot-64.png
2024-05-15,TamilNadu,Potato (உருளைக்கிழங்கு),36,41 - 46,43 - 59,1kg,https://vegetablemarketprice.com/resource/images/vegetables/potato-64.png
2024-05-15,TamilNadu,Raw Banana (Plantain) (வாழைக்காய்),8,9 - 10,10 - 13,1kg,https://vegetablemarketprice.com/resource/images/vegetables/plantain-64.png
2024-05-15,TamilNadu,Amaranth Leaves (சிறு கீரை),12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amaranthleaves-64.png
2024-05-15,TamilNadu,Amla (நெல்லிக்காய்),65,75 - 83,78 - 107,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amla-64.png
2024-05-15,TamilNadu,Ash gourd (சாம்பல் பூசணிக்காய்),17,20 - 22,20 - 28,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ashgourd-64.png
2024-05-15,TamilNadu,Baby Corn (சிறிய மக்காச்சோளம்),64,74 - 81,77 - 106,1kg,https://vegetablemarketprice.com/resource/images/vegetables/babycorn-64.png
2024-05-15,TamilNadu,Banana Flower (வாழைப்பூ),16,18 - 20,19 - 26,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bananaflower-64.png
2024-05-15,TamilNadu,Capsicum (குடைமிளகாய்),41,47 - 52,49 - 68,1kg,https://vegetablemarketprice.com/resource/images/vegetables/capsicum-64.png
2024-05-15,TamilNadu,Bitter Gourd (பாகற்காய்),34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bittergourd-64.png
2024-05-15,TamilNadu,Bottle Gourd (சுரைக்காய்),30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bottlegourd-64.png
2024-05-15,TamilNadu,Butter Beans (பட்டர் பீன்ஸ்),55,63 - 70,66 - 91,1kg,https://vegetablemarketprice.com/resource/images/vegetables/butterbeans-64.png
2024-05-15,TamilNadu,Broad Beans (அவரைக்காய்),71,82 - 90,85 - 117,1kg,https://vegetablemarketprice.com/resource/images/vegetables/broadbeans-64.png
2024-05-15,TamilNadu,Cabbage (முட்டைக்கோஸ்),35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cabbage-64.png
2024-05-15,TamilNadu,Carrot (கேரட்),45,52 - 57,54 - 74,1kg,https://vegetablemarketprice.com/resource/images/vegetables/carrot-64.png
2024-05-15,TamilNadu,Cauliflower (காலிஃபிளவர்),26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cauliflower-64.png
2024-05-15,TamilNadu,Cluster beans (கொத்தவரை),44,51 - 56,53 - 73,1kg,https://vegetablemarketprice.com/resource/images/vegetables/clusterbeans-64.png
2024-05-15,TamilNadu,Coconut (தேங்காய்),37,43 - 47,44 - 61,1kg,https://vegetablemarketprice.com/resource/images/vegetables/coconut-64.png
2024-05-15,TamilNadu,Colocasia Leaves (சேப்பங்கிழங்கு கீரை),17,20 - 22,20 - 28,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasialeaves-64.png
2024-05-15,TamilNadu,Colocasia (சேப்பங்கிழங்கு),29,33 - 37,35 - 48,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasia-64.png
2024-05-15,TamilNadu,Coriander Leaves (கொத்துமல்லி),8,9 - 10,10 - 13,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corianderleaves-64.png
2024-05-15,TamilNadu,Corn (மக்காச்சோளம்),31,36 - 39,37 - 51,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corn-64.png
2024-05-15,TamilNadu,Cucumber (வெள்ளரிக்காய்),27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cucumber-64.png
2024-05-15,TamilNadu,Curry Leaves (கறிவேப்பிலை),28,32 - 36,34 - 46,1kg,https://vegetablemarketprice.com/resource/images/vegetables/curryleaves-64.png
2024-05-15,TamilNadu,Dill Leaves (வெந்தயம் இலைகள்),11,13 - 14,13 - 18,1kg,https://vegetablemarketprice.com/resource/images/vegetables/dillleaves-64.png
2024-05-15,TamilNadu,Drumsticks (முருங்கைக்காய்),50,58 - 64,60 - 83,1kg,https://vegetablemarketprice.com/resource/images/vegetables/drumsticks-64.png
2024-05-15,TamilNadu,Brinjal (கத்திரிக்காய்),33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjal-64.png
2024-05-15,TamilNadu,Brinjal (Big) (கத்திரிக்காய்),32,37 - 41,38 - 53,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjalbig-64.png
2024-05-15,TamilNadu,Elephant Yam (சேனைக்கிழங்கு),39,45 - 50,47 - 64,1kg,https://vegetablemarketprice.com/resource/images/vegetables/elephantyam-64.png
2024-05-15,TamilNadu,Fenugreek Leaves (வெந்தயக்கீரை),10,12 - 13,12 - 17,1kg,https://vegetablemarketprice.com/resource/images/vegetables/fenugreekleaves-64.png
2024-05-15,TamilNadu,French Beans (பீன்ஸ்),171,197 - 217,205 - 282,1kg,https://vegetablemarketprice.com/resource/images/vegetables/frenchbeans-64.png
2024-05-15,TamilNadu,Garlic (பூண்டு),271,312 - 344,325 - 447,1kg,https://vegetablemarketprice.com/resource/images/vegetables/garlic-64.png
2024-05-15,TamilNadu,Ginger (இஞ்சி),105,121 - 133,126 - 173,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ginger-64.png
